eu,site_id,rotation,crop,name,blin,expf,explin,is_null
hoff_2018cc,hoff,cc,corn,leaching_kgha,13.924543881091829,55.74787587623747,45.4265793989674,FALSE
hugg_2000cc,hugg,cc,corn,leaching_kgha,29.90799529121733,60.44506665184735,52.559022772818906,FALSE
hugg_2000cs,hugg,cs,corn,leaching_kgha,36.69065736712012,52.35345624941492,51.076915626129605,FALSE
hugg_2001cc,hugg,cc,corn,leaching_kgha,35.001317059437305,59.1476964704878,45.226392434750615,FALSE
hugg_2001cs,hugg,cs,corn,leaching_kgha,50.81650677043247,58.56425481524556,41.675959440777206,FALSE
hugg_2002cc,hugg,cc,corn,leaching_kgha,31.41003751978888,57.055560854793704,46.43958751966333,FALSE
hugg_2002cs,hugg,cs,corn,leaching_kgha,22.905227106071393,47.128530478483825,42.5129727924314,FALSE
hugg_2003cc,hugg,cc,corn,leaching_kgha,30.073492220893876,52.76282366985649,44.97388927982446,FALSE
hugg_2003cs,hugg,cs,corn,leaching_kgha,27.870644169697954,43.91945068662201,45.93533738501531,FALSE
hugg_2004cc,hugg,cc,corn,leaching_kgha,32.060699552046145,57.00692036749408,40.79863589862573,FALSE
hugg_2004cs,hugg,cs,corn,leaching_kgha,35.18245004492191,48.71223211989087,44.04406494933659,FALSE
hugg_2005cc,hugg,cc,corn,leaching_kgha,26.83748689078659,64.00247421626847,52.84644760602802,FALSE
hugg_2005cs,hugg,cs,corn,leaching_kgha,34.12665219670133,49.329548465782125,50.05761595770959,FALSE
hugg_2006cc,hugg,cc,corn,leaching_kgha,32.340101094188356,58.85338868380691,50.65362230868592,FALSE
hugg_2006cs,hugg,cs,corn,leaching_kgha,47.116125938694765,50.618592087986386,41.43819131353057,FALSE
hugg_2007cc,hugg,cc,corn,leaching_kgha,31.14215552034252,61.65742733812651,51.345419606182986,FALSE
hugg_2007cs,hugg,cs,corn,leaching_kgha,18.38088903407997,52.492434745694574,48.50300158730105,FALSE
hugg_2008cc,hugg,cc,corn,leaching_kgha,28.463966378826154,57.801435816405125,43.313707643769945,FALSE
hugg_2008cs,hugg,cs,corn,leaching_kgha,46.128896506403166,40.483343311608756,37.20774905252168,FALSE
hugg_2009cc,hugg,cc,corn,leaching_kgha,29.812361056465143,59.1133646056011,43.847947003320144,FALSE
hugg_2009cs,hugg,cs,corn,leaching_kgha,28.791226504853903,48.97800343345205,50.89423402417498,FALSE
hugg_2010cc,hugg,cc,corn,leaching_kgha,35.02049340949554,58.85142907008546,55.52087360456205,FALSE
hugg_2010cs,hugg,cs,corn,leaching_kgha,25.374564414113323,53.208585740710966,52.91530587972814,FALSE
hugg_2011cc,hugg,cc,corn,leaching_kgha,-4.005722548537031,38.92381413323644,37.76014611890229,FALSE
hugg_2011cs,hugg,cs,corn,leaching_kgha,23.6821516545772,40.924062711446055,42.2697682478701,FALSE
hugg_2012cc,hugg,cc,corn,leaching_kgha,20.55574398381376,57.635658655365006,47.686701143318146,FALSE
hugg_2012cs,hugg,cs,corn,leaching_kgha,33.41639452151413,46.513919261678836,43.17312639691025,FALSE
hugg_2013cc,hugg,cc,corn,leaching_kgha,21.421139894379678,62.67613162995634,46.73273698832824,FALSE
hugg_2013cs,hugg,cs,corn,leaching_kgha,30.50017636692113,54.54395739710401,44.24172363854742,FALSE
hugg_2014cc,hugg,cc,corn,leaching_kgha,15.747216418175014,57.61450869736771,34.052097597104336,FALSE
hugg_2014cs,hugg,cs,corn,leaching_kgha,31.80327384908181,49.77072450105465,46.1136118116547,FALSE
hugg_2015cc,hugg,cc,corn,leaching_kgha,47.2821971653925,62.673146136808754,49.68842898593952,FALSE
hugg_2015cs,hugg,cs,corn,leaching_kgha,30.06184830491327,51.28665500312468,42.561725307571386,FALSE
hugg_2016cc,hugg,cc,corn,leaching_kgha,39.275124464804975,64.33020933802972,50.40248002682224,FALSE
hugg_2016cs,hugg,cs,corn,leaching_kgha,33.05951390508886,58.50894828163808,53.45937573859761,FALSE
hugg_2017cc,hugg,cc,corn,leaching_kgha,34.364903561296025,59.161336329711496,44.89945452695479,FALSE
hugg_2017cs,hugg,cs,corn,leaching_kgha,30.252913494557323,54.83855073896644,46.82628658709388,FALSE
hugg_2018cc,hugg,cc,corn,leaching_kgha,36.193934586895075,63.63047920369456,49.604415552991526,FALSE
klad_2000cc,klad,cc,corn,leaching_kgha,-10.124688074656088,20.924080414567825,16.09828842258382,FALSE
klad_2001cc,klad,cc,corn,leaching_kgha,7.2890841409332205,39.72034188604205,34.717242502741946,FALSE
klad_2001cs,klad,cs,corn,leaching_kgha,11.363630174725616,36.77142143989266,31.77431731705476,FALSE
klad_2002cc,klad,cc,corn,leaching_kgha,-4.946210858788433,38.20162593959711,31.01191064980232,FALSE
klad_2002cs,klad,cs,corn,leaching_kgha,6.660319943682347,39.34153112781946,31.597143886379328,FALSE
klad_2003cc,klad,cc,corn,leaching_kgha,10.162022598569633,36.295455410301,21.665105482453356,FALSE
klad_2003cs,klad,cs,corn,leaching_kgha,-0.2129208178255393,35.684679174723705,29.407375281734936,FALSE
klad_2004cc,klad,cc,corn,leaching_kgha,4.510300287370731,37.176051895908415,27.474250805572566,FALSE
klad_2004cs,klad,cs,corn,leaching_kgha,1.2518368643474798,37.55900348461614,36.24328138449252,FALSE
klad_2005cc,klad,cc,corn,leaching_kgha,0.7952554125086628,34.39656492900719,27.36359907524059,FALSE
klad_2006cc,klad,cc,corn,leaching_kgha,9.506013667248986,37.82712131039993,27.915171731328616,FALSE
klad_2006cs,klad,cs,corn,leaching_kgha,11.917087785612534,33.23726293477272,25.397150633395857,FALSE
klad_2007cc,klad,cc,corn,leaching_kgha,21.97418516883444,40.88634716547929,38.466894649343786,FALSE
klad_2007cs,klad,cs,corn,leaching_kgha,16.80618799591587,38.24777673713902,32.57962181650494,FALSE
klad_2009cc,klad,cc,corn,leaching_kgha,-13.834486831014612,32.57970560106938,-4.902919856029884,FALSE
klad_2010cc,klad,cc,corn,leaching_kgha,20.802944944858318,35.40301755826496,37.25560301717571,FALSE
klad_2011cc,klad,cc,corn,leaching_kgha,9.006875763456632,38.21988847064068,35.69252271725178,FALSE
klad_2011cs,klad,cs,corn,leaching_kgha,15.075921387635296,40.59256776781848,33.37378897143498,FALSE
klad_2012cc,klad,cc,corn,leaching_kgha,-12.614047184344464,26.916360185883608,20.23504262177576,FALSE
klad_2012cs,klad,cs,corn,leaching_kgha,11.972378598879342,23.753434382972777,20.68801131123373,FALSE
klad_2013cc,klad,cc,corn,leaching_kgha,-2.7371984642685963,37.77894493381669,23.565841474300296,FALSE
klad_2014cc,klad,cc,corn,leaching_kgha,15.59183222735771,38.618609031316694,27.270607442759896,FALSE
klad_2015cc,klad,cc,corn,leaching_kgha,10.588136708849659,45.85128890102396,27.750513211880868,FALSE
klad_2016cc,klad,cc,corn,leaching_kgha,7.382081835628806,33.596240028210495,16.868534633287517,FALSE
klad_2016cs,klad,cs,corn,leaching_kgha,22.775940379211317,25.837660434269306,17.270197075889968,FALSE
klad_2017cc,klad,cc,corn,leaching_kgha,22.812915803099017,37.93256677461003,30.54943031173536,FALSE
klad_2017cs,klad,cs,corn,leaching_kgha,10.758695486903736,36.2383394795156,30.5696385010455,FALSE
klad_2018cc,klad,cc,corn,leaching_kgha,5.489623899785775,37.911139474264075,33.13725205922682,FALSE
masa_2000cc,masa,cc,corn,leaching_kgha,23.486031502815656,52.786913099256644,38.509771784518925,FALSE
masa_2000cs,masa,cs,corn,leaching_kgha,39.1992402439078,46.549428528879886,36.56336356162981,FALSE
masa_2001cc,masa,cc,corn,leaching_kgha,12.227985646955776,55.42092385627249,40.28548715509161,FALSE
masa_2001cs,masa,cs,corn,leaching_kgha,18.608963236046193,53.565114649693875,33.51139043106018,FALSE
masa_2002cc,masa,cc,corn,leaching_kgha,16.12902679218333,52.62855929869762,27.494521404709026,FALSE
masa_2002cs,masa,cs,corn,leaching_kgha,10.015899294068978,51.067329864799525,37.52378040316515,FALSE
masa_2003cc,masa,cc,corn,leaching_kgha,31.137811514164035,55.65582983909306,39.455164584725296,FALSE
masa_2003cs,masa,cs,corn,leaching_kgha,22.1573190829372,47.02779861303882,44.09098062934995,FALSE
masa_2004cc,masa,cc,corn,leaching_kgha,10.364891845027003,49.88268368677326,39.114911100056545,FALSE
masa_2004cs,masa,cs,corn,leaching_kgha,14.589356482358632,44.27206512723073,43.6921478953666,FALSE
masa_2005cc,masa,cc,corn,leaching_kgha,16.92142548855977,50.81693276545475,39.349243645902966,FALSE
masa_2005cs,masa,cs,corn,leaching_kgha,-6.45346526773146,46.91689978682151,45.28712085009414,FALSE
masa_2006cc,masa,cc,corn,leaching_kgha,4.713074185812337,56.44209741690836,34.12042157695991,FALSE
masa_2006cs,masa,cs,corn,leaching_kgha,40.34679325470922,55.12946922080174,48.88288714865239,FALSE
masa_2007cc,masa,cc,corn,leaching_kgha,21.151037713388227,57.15403270471646,40.335931688418874,FALSE
masa_2007cs,masa,cs,corn,leaching_kgha,7.9699917153849995,51.110587013619764,48.368651851697805,FALSE
masa_2008cc,masa,cc,corn,leaching_kgha,15.476663357618715,52.89231693527812,32.03663163693045,FALSE
masa_2008cs,masa,cs,corn,leaching_kgha,17.03984137809448,51.09385228630796,37.037823882356605,FALSE
masa_2009cc,masa,cc,corn,leaching_kgha,9.305459342393211,50.63331641826596,25.772612529462656,FALSE
masa_2009cs,masa,cs,corn,leaching_kgha,3.0745014575726666,48.89609114785851,40.02224234393092,FALSE
masa_2010cc,masa,cc,corn,leaching_kgha,22.655633432333754,56.452081738545786,31.762616954957025,FALSE
masa_2011cc,masa,cc,corn,leaching_kgha,31.17886138505409,57.41783601996719,33.7237444506357,FALSE
masa_2011cs,masa,cs,corn,leaching_kgha,24.50116675564645,49.32926749171122,37.66936950169786,FALSE
masa_2012cc,masa,cc,corn,leaching_kgha,26.416967721261557,59.38030209809497,39.69346046284562,FALSE
masa_2012cs,masa,cs,corn,leaching_kgha,20.250040140382794,51.03862576514172,44.85852710373729,FALSE
masa_2013cc,masa,cc,corn,leaching_kgha,12.081553027301986,54.66162300268403,31.625340376847753,FALSE
masa_2013cs,masa,cs,corn,leaching_kgha,17.22640324759413,49.54987034881015,37.14531838677006,FALSE
masa_2014cc,masa,cc,corn,leaching_kgha,10.272704799630626,51.92800051834349,26.566675369219567,FALSE
masa_2014cs,masa,cs,corn,leaching_kgha,28.049347835470883,52.13369783796063,38.25458105264856,FALSE
masa_2015cc,masa,cc,corn,leaching_kgha,10.260983954728422,57.77598852205845,28.15341299754322,FALSE
masa_2015cs,masa,cs,corn,leaching_kgha,20.10662778883629,54.255728357399356,34.831568781438826,FALSE
masa_2016cc,masa,cc,corn,leaching_kgha,21.2035060941086,60.03175088266753,31.89736148432758,FALSE
masa_2016cs,masa,cs,corn,leaching_kgha,15.263203508998496,56.61850137970478,37.97350897936134,FALSE
masa_2017cc,masa,cc,corn,leaching_kgha,14.993826779955253,53.62651957457039,26.701046471197632,FALSE
masa_2017cs,masa,cs,corn,leaching_kgha,13.902131229840858,51.873152207786305,37.50407501286467,FALSE
masa_2018cc,masa,cc,corn,leaching_kgha,22.363784734084582,59.076462375631394,29.23565701533451,FALSE
rand_2000cc,rand,cc,corn,leaching_kgha,-1.609879072313019,50.30845929849901,48.548508349901844,FALSE
rand_2000cs,rand,cs,corn,leaching_kgha,5.331302341884062,47.11321005724918,44.8554126747636,FALSE
rand_2001cc,rand,cc,corn,leaching_kgha,15.632256423906242,43.0778465588588,35.99929946578901,FALSE
rand_2001cs,rand,cs,corn,leaching_kgha,9.818945527383072,51.701699258687036,40.47145334145313,FALSE
rand_2002cc,rand,cc,corn,leaching_kgha,7.2689075362722555,42.12796163611982,29.154173293643936,FALSE
rand_2002cs,rand,cs,corn,leaching_kgha,10.301363167616582,45.14354828415234,35.683036174262575,FALSE
rand_2003cc,rand,cc,corn,leaching_kgha,-4.550726737914967,41.137451265533514,28.616365401617134,FALSE
rand_2003cs,rand,cs,corn,leaching_kgha,11.825865338230845,42.76518411864205,44.015474422544656,FALSE
rand_2004cc,rand,cc,corn,leaching_kgha,21.944282107619063,50.17909406611207,40.26111162835761,FALSE
rand_2004cs,rand,cs,corn,leaching_kgha,15.60239229291454,46.187550538990294,40.364512264115916,FALSE
rand_2005cc,rand,cc,corn,leaching_kgha,19.76207538588234,50.20052734559625,39.93960273766599,FALSE
rand_2005cs,rand,cs,corn,leaching_kgha,24.258529408251114,48.44315750532511,45.152123224546806,FALSE
rand_2006cc,rand,cc,corn,leaching_kgha,6.978517793076012,49.3394189446479,39.04802355873653,FALSE
rand_2006cs,rand,cs,corn,leaching_kgha,15.104143245967466,45.33196398848659,44.52617101614256,FALSE
rand_2007cc,rand,cc,corn,leaching_kgha,-4.630225538086986,49.80383760983056,38.5268386547384,FALSE
rand_2007cs,rand,cs,corn,leaching_kgha,17.62262660952233,46.320291355256735,44.44539940638907,FALSE
rand_2008cc,rand,cc,corn,leaching_kgha,0.033097674032827484,45.139327532995345,35.37737605405816,FALSE
rand_2008cs,rand,cs,corn,leaching_kgha,15.511124076484634,46.94003315525368,42.43200151388554,FALSE
rand_2009cc,rand,cc,corn,leaching_kgha,29.50003087327177,49.86443205245001,31.957730957891776,FALSE
rand_2009cs,rand,cs,corn,leaching_kgha,15.154369064671437,50.60216532263004,46.16886514905138,FALSE
rand_2010cc,rand,cc,corn,leaching_kgha,39.5056875780442,50.86176187007131,45.137586417592296,FALSE
rand_2010cs,rand,cs,corn,leaching_kgha,10.603005045013836,50.87003287541046,49.40891249851125,FALSE
rand_2011cc,rand,cc,corn,leaching_kgha,14.064247497569884,29.70132503508914,24.721509248726903,FALSE
rand_2011cs,rand,cs,corn,leaching_kgha,6.751200581020108,44.40996993825997,39.53265742684448,FALSE
rand_2012cc,rand,cc,corn,leaching_kgha,18.974129916532668,49.5775037881318,41.10419449747838,FALSE
rand_2012cs,rand,cs,corn,leaching_kgha,13.698694652549658,45.36411844140808,47.16394603469641,FALSE
rand_2013cc,rand,cc,corn,leaching_kgha,6.389004985391511,46.583239964994995,37.681983811530166,FALSE
rand_2013cs,rand,cs,corn,leaching_kgha,3.207874699740275,47.86013823980289,45.26336384015949,FALSE
rand_2014cc,rand,cc,corn,leaching_kgha,9.153198557014461,49.73480357426206,34.9405655351367,FALSE
rand_2014cs,rand,cs,corn,leaching_kgha,39.44065730291593,43.04111472655157,38.608329380647206,FALSE
rand_2015cc,rand,cc,corn,leaching_kgha,11.702721089635647,53.76416497547038,38.01627877566191,FALSE
rand_2015cs,rand,cs,corn,leaching_kgha,23.977495526976007,48.395240464437464,39.67534324064541,FALSE
rand_2016cc,rand,cc,corn,leaching_kgha,17.890802245121968,50.9602482900865,35.423444753505535,FALSE
rand_2016cs,rand,cs,corn,leaching_kgha,30.404118186405945,49.64907568817948,40.515574473219466,FALSE
rand_2017cc,rand,cc,corn,leaching_kgha,9.933305188061793,49.35083711456252,31.43514153426448,FALSE
rand_2017cs,rand,cs,corn,leaching_kgha,21.563039293878703,47.79800547145617,43.92996940506962,FALSE
rand_2018cc,rand,cc,corn,leaching_kgha,11.260598714865548,58.303656256514685,46.45587754212025,FALSE
